Description,Food,Service,Atmosphere,Price,labe
It was not a real wine tasting as was suggested. The wine was given in teaspoons size and too many crowds,1,0,1,0,0
Wines were way too expensive. We had been going last  five years.  This year less wine merchants and higher prices. W won't be going back. But it is a lovely get away if you want to get out for the day and try some local vineyards.,1,0,1,0,0
"wine, food and drinks are overpriced. You would expect reasonable priced products if you are paying for admission fee",1,0,1,0,0
"very crowded, most times you couldn't get close enough to taste all the brands you wanted to.  Also, last year the beer tasting was in its own tent with many, many different types to choose from and we got our own beer glass.  This year I still paid extra to test the beers and it was in the food tent with as little as 5 or 6 beers to test.  Very disappointing.  I am very happy I took advantage of the savings at groupon for this, otherwise, I would have really been dissatisfied.  Also, the free Verizon bags were ripping and where people had placed their wine bottles that they purchased, fell out of the bags and were in danger of breaking on the pavement.  Thank you, Verizon for supplying the bags, but they should be ale to support a little more weight than the papers you stuffed in them.",1,1,1,1,0
"The pick up area needs to be more organized.I waited over an hour for my purchases and they lost one of them. So with all the the years in the past pretty good memories, My favorite was at Craig Farm much enjoyable! Way To commercialized for me",0,0,0,0,0
It seemed very unorganized. The wine pick up line was over an hour for us and it looked like after we picked ours up the line doubled. We were disappointed and will not return.,1,1,1,0,0
"The wine offerings were extensive and I'm sure satisfied everyones tastes. However, the food venders did not seem much better than what you would find at a flea market.",1,1,1,0,0
When I checked out the site prior to purchasing the groupon it was rather misleading. The food prices were way to expensive. You could buy the little food coupons for a dollar a piece at the venue. It was said on the site that most of the food was between $1.00 - $5.00 when in reality the average lunch items were priced at $11.00. With all the wine samples I felt it was very irresponsible that the food prices were so outrageous. I had to forgo a lot of the wine samples because I could not afford more food and I did not want to become overly intoxicated. Plus it really cut into the money I had allotted to buy bottles of wine from the vendors.,0,0,0,0,0
I was hoping for local restaurants to showcase their craft but was disappointed that there were only a few venders selling dips and condiments. Also thought the demonstrates could have been on a higher level of culinary arts.,0,1,0,0,0
More wine! Their were less wineries this year,1,0,1,0,0
I think the Hudson valley wine and food fest is such a great idea however it is executed very poorly. I feel the fest should be more about educating people of the local wines and giving us an enjoyable experience instead it felt like a battle and competition as to who could drink the most wine. We also checked our wine and it took us over an hour to pick it up! we not only missed our bus back to the metro north station that come very infrequently. I don't think I will go back to the fest again.,1,0,1,0,0
"Too many people and complete chaos trying to get wine you purchase at end. Poorly organized now, and I may not return.",1,0,1,1,0
We expected more interesting food choices -- like local restaurants. Also too much of a mob scene,0,0,0,0,0
food was expensive not great too much wine no food to sample,1,0,1,0,0
Was expecting a better selection of food in the food tent.,1,0,1,0,1
Festival was on a large peice of land yet the space used was very small,0,0,0,1,1
It was nice _ I was tipsy__,0,0,0,0,1
This place was amazing. My boyfriend and I went to celebrate our 5 year anniversary. We never been to a vineyard before but love wine so we figured we__ do something new. The price was affordable for all they offered & the wine was amazing and of course after the tour & tasting we bought a bottle and sat out on the deck. My only complaint was they were very pushy about buying a case of wine.,1,0,1,1,1
Beautiful vineyard and 2 of the most friendliest rottweilers greet you. Don't worry they look like  mean but they are so lovable and love people. I enjoyed many wines and cheese.,1,0,0,0,1
"Very intimate and lovely experience! We initially went to Reading Terminal Market because the location was listed as such but it is actually at a different location about a 15 minute walk away.

For most of the time my party and I were the only ones there so it was basically a private tasting. We went on a Thursday afternoon.

The staff was absolutely wonderful. My questions were answered in a personable and non condescending manner. We spent almost 2 hours here and didn't feel rushed at all.

This was truly an aamzing expwrience espically for the price.

Great for a date night or with a few friends. Make sure to call in adance to reseve your spot!",0,1,0,1,1
We had a great time! The wine was good and the ladies there were so knowledgeable. Took two bottles home with us! Highly recommend.,1,1,0,0,1
"This is one of our favorite wineries, we really like their wine and their friendly staff.",1,1,0,0,1
You got into the backroom and sit at what looks like a little patio table. So the atmosphere isn't the best but the cheeses and wine were delicious! Great price,1,0,1,0,1
"We loved it! Loved the $5 wine bags, wine was great, people were very friendly!",1,0,1,1,1
"If you are considering this Groupon, pull the trigger. The wine is great and the people are nice. If you are headed to the Philly location, grab some food and sit a spell!",1,0,0,1,1
Went with friends on a day when no one else was there. They did a great presentation and we enjoyed our very personalized experience.,0,0,0,0,1
"I had a good time. The wine was good and also the cheese. It would've been better to get a little detail about the wine, I found myself asking about each wine the entire time but overall nice time.",1,0,0,0,1
"It is a beautiful vineyard; however, it is difficult to go on the tour.  I had difficulty getting a response when I called ahead and on the day of our visit, there weren't any available slots.  We only used the tasting part of our Groupon.",0,0,0,1,1
"We really had a fantastic time, friendly service and delicious wine and cheese. We bought a case of mix sweet wines",1,1,0,0,1
"Love this winery. The folks here are so very nice and the pups are incredibly friendly. They have a wide selection of wines, both red and white, numerous which are very tasty. The building and surroundings are very picturesque. I have yet to enjoy my time there on the deck (due to weather) and am looking forward to an afternoon come 2019.",1,0,0,0,1
"The first time we went for a tour and tasting and had a fabulous time! This time (just the wine and cheese pairing, no tour) felt rushed. We didn't learn anything about the pairings, and the bartender was not as gracious as our last host was. Would still return but would call ahead to see who is working.",1,1,0,0,0
"The wine and cheese parings are perfect, Atmosphere is nice. The staff is a little impersonal the seem to prefer certain types of customers. This has been observed on several occasions.",1,1,1,0,0
I love the new location and the hostess was wonderful.,0,1,0,0,1
The people were very friendly and the atmosphere relaxed. Loved the music that was made available and the wine we bought and the people we met during the break in the music. The singer from the band was from our area originally and he came over and talked with us. We had a great day and plan to return soon.,1,1,1,0,1
"I went for my birthday and I really enjoyed myself, beautiful and serene vineyards, I can__ wait to go back!",0,0,1,0,1
Awesome place with very friendly and informatve staff!,0,1,0,0,1
This was a fun experience. Loved the popcorn and the wine pairing..,1,0,0,0,1
I loved the whole experience,0,0,0,0,1
"The people always seem warm and very hospitable.  So far, I__e always had a good time there!",0,0,1,0,1
"Fiirst time taking a winery tour.  It was not a long tour, wine tasting very good and the instructor explained about the wine.",1,0,0,0,1
